Name	Name_id	Type	Review	N_review	Phone
La Isla Restaurant	la-isla-restaurant-brooklyn-2	dominican	4.0	34	+17183871605
New Apolo	new-apolo-brooklyn-2	chinese	3.5	87	+17183871773
The Bean	the-bean-new-york-11	coffee	5.0	5	+17183871871
Family Garden	family-garden-brooklyn-4	chinese	3.5	32	+17183871936
Hotel Delmano	hotel-delmano-brooklyn	lounges	4.0	337	+17183871945
Happy Garden Chinese Restaurant	happy-garden-chinese-restaurant-brooklyn	chinese	2.5	7	+17183872200
Fortunato Brothers	fortunato-brothers-brooklyn	desserts	4.0	306	+17183872281
Two Boots Williamsburg	two-boots-williamsburg-brooklyn	pizza	3.5	80	+17183872668
Black Flamingo	black-flamingo-brooklyn	cocktailbars	4.0	49	+17183873337
Llama Inn	llama-inn-brooklyn	peruvian	4.0	152	+17183873434
The Gutter	the-gutter-brooklyn	bowling	3.5	286	+17183873585
Juicery Kitchen	juicery-kitchen-brooklyn	vegetarian	3.5	22	+17183873680
The Hall at MP	the-hall-at-mp-brooklyn	venues	3.0	36	+17183874001
Gotham City Lounge	gotham-city-lounge-brooklyn-2	divebars	4.0	100	+17183874182
Croxley's Ale House - Brooklyn	croxleys-ale-house-brooklyn-brooklyn	sportsbars	3.5	191	+17183874290
The Second Chance Saloon	the-second-chance-saloon-brooklyn	pubs	4.0	70	+17183874411
Mr Curry	mr-curry-williamsburg	indpak	4.5	10	+17183874777
DOS31 Cocina + Bar	dos31-cocina-bar-brooklyn	bars	5.0	6	+17183875111
Reclamation Bar	reclamation-bar-brooklyn	cocktailbars	4.0	36	+17183875178
Bembe	bembe-brooklyn	danceclubs	4.0	381	+17183875389
Dunkin' Donuts	dunkin-donuts-brooklyn-68	donuts	2.0	8	+17183876033
The Gibson	the-gibson-brooklyn	bars	4.0	80	+17183876296
Giando On the Water	giando-on-the-water-brooklyn	italian	3.5	119	+17183877000
Mountain Province	mountain-province-brooklyn	bakeries	5.0	187	+17183877030
The Flying Cow	the-flying-cow-brooklyn	steak	4.0	33	+17183877111
Sabrina's Pizzeria & Restaurant	sabrinas-pizzeria-and-restaurant-brooklyn	pizza	4.0	20	+17183877743
Broadway Fried Chicken & Pizza	broadway-fried-chicken-and-pizza-brooklyn	burgers	1.0	3	+17183877780
Checkers	checkers-brooklyn-5	hotdogs	3.0	20	+17183877900
The Whiskey Brooklyn	the-whiskey-brooklyn-brooklyn	tradamerican	3.5	476	+17183878444
19 Cafe	19-cafe-new-york	coffee	4.5	60	+17183878777
Kasia's	kasias-brooklyn	diners	4.0	56	+17183878780
Walter Foods	walter-foods-brooklyn	tradamerican	4.0	460	+17183878783
Aburi Sushi Bar	aburi-sushi-bar-brooklyn-23	sushi	3.5	81	+17183878815
Grace Chinese Food II	grace-chinese-food-ii-brooklyn	chinese	3.5	6	+17183878898
Custom American Wine Bar	custom-american-wine-bar-brooklyn	wine_bars	3.5	63	+17183879463
Clem's	clems-brooklyn	bars	4.0	71	+17183879617
The Saint Austere	the-saint-austere-brooklyn	tapas	4.5	280	+17183880012
Burly Coffee	burly-coffee-brooklyn	coffee	4.0	54	+17183880013
La Gringa Taqueria	la-gringa-taqueria-brooklyn-2	mexican	3.5	152	+17183880055
10 Devoe	10-devoe-brooklyn	pizza	4.5	76	+17183880066
Bar Omar	bar-omar-brooklyn	mediterranean	4.5	53	+17183880411
Sing Hing Chinese Restaurant	sing-hing-chinese-restaurant-brooklyn	chinese	3.5	20	+17183880446
The Pump Juice Bar	the-pump-juice-bar-brooklyn	juicebars	4.0	3	+17183880790
Dunkin' Donuts	dunkin-donuts-brooklyn-148	donuts	4.0	4	+17183880847
Northerly	northerly-brooklyn	coffee	4.5	29	+17183881101
Bushwick Country Club	bushwick-country-club-brooklyn	bars	4.0	166	+17183882114
Rosamunde Sausage Grill	rosamunde-sausage-grill-brooklyn	hotdog	4.0	213	+17183882170
Joe's Pizza	joes-pizza-brooklyn-8	pizza	4.0	71	+17183882216
Pizza & Pasta Restaurant	pizza-and-pasta-restaurant-brooklyn	pizza	3.0	12	+17183882592
Peter's Since 1969	peters-since-1969-brooklyn	southern	3.5	325	+17183882811
Vip Coffee	vip-coffee-brooklyn	newamerican	2.0	3	+17183883045
K&M Bar	k-and-m-bar-brooklyn	bars	3.5	47	+17183883088
Vittoria Cafe	vittoria-cafe-brooklyn	coffee	3.5	44	+17183883118
Davey's Ice Cream	daveys-ice-cream-brooklyn-2	icecream	4.5	46	+17183883363
Edamama Cute Cuts & More	edamama-cute-cuts-and-more-brooklyn-2	hairstylists	4.5	41	+17183883663
La Fe Travel	la-fe-travel-brooklyn		0.0	0	+17183883888
Shalom Japan	shalom-japan-brooklyn	japanese	4.0	172	+17183884012
Haab	haab-brooklyn	mexican	3.5	148	+17183884261
Don Pancho Villa Restaurant	don-pancho-villa-restaurant-brooklyn	tex-mex	4.0	107	+17183884552
Gimme! Coffee	gimme-coffee-brooklyn-2	coffee	4.0	61	+17183884595
The Regal	the-regal-brooklyn	newamerican	4.0	89	+17183884626
La Isla Cuchifritos	la-isla-cuchifritos-brooklyn	spanish	4.0	42	+17183884666
Testo	testo-brooklyn	italian	4.5	135	+17183884810
Aurora	aurora-brooklyn	italian	4.0	417	+17183885100
Nita Nita	nita-nita-brooklyn	bars	3.5	154	+17183885328
La Superior	la-superior-brooklyn	mexican	3.5	490	+17183885988
Dziupla	dziupla-brooklyn	polish	4.0	101	+17183886194
Gran Sasso Restaurant	gran-sasso-restaurant-brooklyn	breakfast_brunch	5.0	3	+17183886200
Fada	fada-brooklyn	french	3.5	214	+17183886607
Sal's Pizzeria	sals-pizzeria-brooklyn	pizza	3.5	133	+17183886838
Harefield Road	harefield-road-brooklyn	bars	4.0	408	+17183886870
Patisserie Tomoko	patisserie-tomoko-williamsburg	desserts	4.5	157	+17183887121
Tuffet: Cheese/Meat/Bar	tuffet-cheese-meat-bar-brooklyn	wine_bars	4.0	71	+17183887434
PT Restaurant	pt-restaurant-brooklyn	italian	4.0	278	+17183887438
Loving Hut	loving-hut-brooklyn-2	vegan	4.0	147	+17183887567
Reben Luncheonette	reben-luncheonette-brooklyn	latin	4.5	23	+17183887696
Gimme! Coffee	gimme-coffee-brooklyn	coffee	4.0	275	+17183887771
Emperador Elias Restaurant	emperador-elias-restaurant-brooklyn	caribbean	3.5	31	+17183887784
Sri Thai Cafe	sri-thai-cafe-brooklyn	thai	4.0	134	+17183887787
Broadway Luncheonette Inc	broadway-luncheonette-inc-brooklyn	cuban	0.0	0	+17183887794
Bakeri	bakeri-brooklyn	coffee	4.0	288	+17183888037
Red House	red-house-brooklyn	chinese	2.0	31	+17183888111
A-Roma Bakery	a-roma-bakery-brooklyn	bakeries	4.5	79	+17183888182
El Loco Burrito	el-loco-burrito-brooklyn	mexican	3.0	147	+17183888215
Night of Joy	night-of-joy-brooklyn	lounges	3.5	176	+17183888693
Oaxaca Taqueria	oaxaca-taqueria-williamsburg	mexican	3.5	19	+17183888804
Forcella	forcella-brooklyn-3	pizza	3.5	341	+17183888820
Rosarito Fish Shack	rosarito-fish-shack-brooklyn	seafood	3.0	434	+17183888833
Xixa	xixa-brooklyn	mexican	4.5	400	+17183888860
Nicky's Vietnamese Sandwiches	nickys-vietnamese-sandwiches-brooklyn-2	vietnamese	4.0	15	+17183888890
Red Bowl	red-bowl-brooklyn	chinese	3.5	200	+17183888898
Zenkichi	zenkichi-brooklyn	japanese	4.0	824	+17183888985
Dim Sum Bar	dim-sum-bar-brooklyn	dimsum	4.0	53	+17183888988
Northern Bell	northern-bell-brooklyn	bars	4.0	149	+17183889040
Juliette	juliette-brooklyn	bars	3.5	600	+17183889222
Tacoffee	tacoffee-williamsburg	mexican	3.5	24	+17183889313
Urban Rustic	urban-rustic-brooklyn	tradamerican	3.0	265	+17183889444
Golden House	golden-house-brooklyn	chinese	0.0	0	+17183889696
Dar 525	dar-525-brooklyn-2	mediterranean	4.5	43	+17183890003
Raizes	raizes-brooklyn	portuguese	3.5	111	+17183890088
Slick Willie Table & Bar	slick-willie-table-and-bar-brooklyn	tradamerican	3.5	46	+17183890090
Jaslowiczanka Bakery	jaslowiczanka-bakery-brooklyn	bakeries	3.5	8	+17183890263
Brooklyn Ate Bar	brooklyn-ate-bar-greenpoint	sportsbars	4.0	17	+17183890354
Schmook's Pizza	schmooks-pizza-brooklyn	pizza	4.0	18	+17183890501
Wah Kwoon Chinese Kitchen	wah-kwoon-chinese-kitchen-brooklyn	chinese	3.5	28	+17183890621
Glasserie	glasserie-brooklyn-2	mediterranean	4.0	237	+17183890640
The Richardson	the-richardson-brooklyn	bars	4.0	214	+17183890839
McDonalds	mcdonalds-brooklyn-77	burgers	2.5	3	+17183890851
Casanova Restaurant	casanova-restaurant-brooklyn	italian	3.5	50	+17183890990
New Sunnyside Taco	new-sunnyside-taco-sunnyside	mexican	3.0	51	+17183891122
Relax Restaurant	relax-restaurant-brooklyn	diners	4.0	34	+17183891665
Agra Taj Mahal	agra-taj-mahal-brooklyn	indpak	4.0	109	+17183892200
Goldie's	goldies-brooklyn	bars	3.5	2	+17183892348
3 ROOTS	3-roots-brooklyn	juicebars	3.5	27	+17183892468
Vinnie's Pizzeria	vinnies-pizzeria-brooklyn-2	pizza	4.0	141	+17183892600
Dirck the Norseman	dirck-the-norseman-greenpoint-2	gastropubs	4.0	116	+17183892940
Ashbox	ashbox-brooklyn	japanese	4.5	105	+17183893222
Frost Restaurant	frost-restaurant-brooklyn	italian	4.0	110	+17183893347
ViVi Bubble Tea	vivi-bubble-tea-greenpoint	bubbletea	4.5	34	+17183893388
Point View Deli	point-view-deli-brooklyn	breakfast_brunch	4.0	8	+17183893460
Peter Pan Donut & Pastry Shop	peter-pan-donut-and-pastry-shop-brooklyn-2	bakeries	4.5	978	+17183893676
Amber Steak House	amber-steak-house-brooklyn-2	steak	4.5	202	+17183893757
Cherry Point	cherry-point-brooklyn	newamerican	5.0	19	+17183893828
Shayz Lounge	shayz-lounge-brooklyn	pubs	4.0	38	+17183893888
Mr Souvlaki	mr-souvlaki-greenpoint	greek	3.5	35	+17183894111
Ria Bella Pizza	ria-bella-pizza-brooklyn	italian	4.0	70	+17183894400
Pecas Y Mas Corp	pecas-y-mas-corp-sunnyside	juicebars	3.5	10	+17183894443
Hop Lee Kitchen	hop-lee-kitchen-brooklyn	chinese	3.5	24	+17183894756
Keg & Lantern Brewing Company	keg-and-lantern-brewing-company-brooklyn	pubs	4.0	153	+17183895050
Triangolo Pizza	triangolo-pizza-brooklyn	pizza	4.0	95	+17183895885
CityView Racquet Club	cityview-racquet-club-long-island-city	tennis	4.0	16	+17183896252
Angelo's Pizza & Deli	angelos-pizza-and-deli-long-island-city	pizza	3.5	12	+17183896464
Manhattan Three Decker Re	manhattan-three-decker-re-brooklyn	restaurants	1.5	2	+17183896565
Le Fond	le-fond-brooklyn	french	4.5	83	+17183896859
Princess Manor Catering	princess-manor-catering-brooklyn	catering	3.5	12	+17183896965
Fortune Cookie Chinese Kitchen	fortune-cookie-chinese-kitchen-brooklyn	chinese	3.5	31	+17183897103
Florentinas Restaurant	florentinas-restaurant-brooklyn	mexican	4.0	88	+17183897497
Fairfield Inn New York Long Island City/Manhattan View	fairfield-inn-new-york-long-island-city-manhattan-view-long-island-city-4	hotels	3.0	47	+17183897700
No 7 North	no-7-north-brooklyn	cocktailbars	4.0	47	+17183897775
Anella	anella-brooklyn	newamerican	4.0	312	+17183898100
Scalino	scalino-brooklyn-2	italian	4.5	131	+17183898600
Nina's	ninas-brooklyn-2	pizza	3.0	88	+17183898854
Mrs. Kim's	mrs-kims-brooklyn	newamerican	3.0	124	+17183898881
Lobster Joint	lobster-joint-brooklyn	seafood	4.0	503	+17183898990
Breadbox Cafe	breadbox-cafe-long-island-city	newamerican	3.5	242	+17183899700
Ho May Kitchen	ho-may-kitchen-brooklyn	chinese	4.0	6	+17183899788
Taste of Pakistan	taste-of-pakistan-staten-island	pakistani	4.0	20	+17183900006
Atlixco Bakery	atlixco-bakery-staten-island	bakeries	0.0	0	+17183900171
Chinar on the Island	chinar-on-the-island-staten-island	mediterranean	4.0	25	+17183905305
Empire Express	empire-express-long-island-city	chinese	3.5	11	+17183910588
Juanita's Restaurant Cafe	juanitas-restaurant-cafe-woodside	mexican	4.0	5	+17183920362
The Burger Garage	the-burger-garage-long-island-city-2	tradamerican	3.5	278	+17183920424
New Thompson's Diner	new-thompsons-diner-long-island-city	caribbean	3.5	15	+17183920692
Sparks Deli	sparks-deli-long-island-city	delis	3.5	12	+17183920757
Court Square Diner	court-square-diner-long-island-city	diners	3.5	269	+17183921222
Van Dam Diner	van-dam-diner-long-island-city	diners	3.5	52	+17183921686
Guru Deli	guru-deli-long-island-city	delis	2.5	2	+17183921972
Jora Restaurant & Bar	jora-restaurant-and-bar-long-island-city	peruvian	4.5	229	+17183922033
De Mole	de-mole-woodside	mexican	4.0	527	+17183922161
Packard Cafe & Grill	packard-cafe-and-grill-long-island-city-2	diners	3.5	57	+17183922323
Golden Wok	golden-wok-sunnyside	chinese	3.5	27	+17183922333
Dumplings & Things	dumplings-and-things-sunnyside-2	chinese	3.5	89	+17183922337
Flynn's Garden Inn	flynns-garden-inn-sunnyside	pubs	3.5	14	+17183922715
Tropical Restaurant	tropical-restaurant-long-island-city	latin	3.0	20	+17183922734
Turkish Grill	turkish-grill-sunnyside	turkish	4.0	291	+17183923838
Checkers	checkers-long-island-city	burgers	2.5	34	+17183924252
Riverview Restaurant & Lounge	riverview-restaurant-and-lounge-long-island-city-2	newamerican	3.0	239	+17183925000
Hibino	hibino-long-island-city	japanese	4.0	96	+17183925190
JJ Deli	jj-deli-long-island-city	delis	1.0	1	+17183925500
Wah Yeung's Kitchen	wah-yeungs-kitchen-sunnyside	chinese	3.0	16	+17183925630
Blinks Deli & Pizzeria	blinks-deli-and-pizzeria-long-island-city-10	delis	2.0	20	+17183926155
The Paper Factory Hotel	paper-factory-hotel-long-island-city-2	hotels	3.0	116	+17183927200
Riverhead Inn	riverhead-inn-long-island-city	adultentertainment	3.0	4	+17183927664
Singas Famous Pizza	singas-famous-pizza-long-island-city-3	pizza	4.0	40	+17183927724
Spice	spice-long-island-city	thai	3.0	165	+17183927888
Los Pollos Restaurant	los-pollos-restaurant-woodside-2	peruvian	3.5	40	+17183928141
La Bella Pizzeria	la-bella-pizzeria-sunnyside	pizza	3.5	25	+17183928236
Halal Kitchen	halal-kitchen-sunnyside	chinese	3.5	29	+17183928688
Sam Lee Kitchen	sam-lee-kitchen-astoria	chinese	2.0	21	+17183929329
La Hoguera Paisa	la-hoguera-paisa-sunnyside	colombian	4.0	29	+17183929903
La Colombianita Bakery	la-colombianita-bakery-corona	bakeries	4.5	2	+17183930063
Uncle Zhou	uncle-zhou-elmhurst	chinese	4.0	172	+17183930888
Silver Spoon Diner	silver-spoon-diner-elmhurst	tradamerican	3.5	41	+17183933000
Cafe De La Esquina	cafe-de-la-esquina-brooklyn	mexican	2.5	290	+17183935500
Dunkin' Donuts	dunkin-donuts-elmhurst-5	donuts	3.0	7	+17183939550
Jalopy Theatre And School of Music	jalopy-theatre-and-school-of-music-brooklyn	theater	4.5	47	+17183953214
Nori Nori	nori-nori-flushing	japanese	3.5	234	+17183958073
Ajisen Ramen	ajisen-ramen-flushing-2	ramen	2.5	106	+17183958119
Kung Fu Tea	kung-fu-tea-flushing-2	coffee	4.0	216	+17183958297
Oregano Bbq	oregano-bbq-east-elmhurst	bbq	2.5	6	+17183960000
El Encuentro Restaurant	el-encuentro-restaurant-corona	dominican	1.0	1	+17183960269
Tucker Young Jackson & Tull Inc	tucker-young-jackson-and-tull-inc-east-elmhurst		0.0	0	+17183960555
Rainbowberry	rainbowberry-jackson-heights	icecream	3.5	16	+17183960809
Kabir's Bakery	kabirs-bakery-jackson-heights	bakeries	3.0	15	+17183962342
El Rey del Taco Deli	el-rey-del-taco-deli-woodside	mexican	4.0	35	+17183962779
Saints & Sinners	saints-and-sinners-woodside	pubs	4.0	86	+17183963268
La Nueva Colombia Restaurant	la-nueva-colombia-restaurant-east-elmhurst	latin	3.0	9	+17183963399
Dnr 88 and Company	dnr-88-and-company-elmhurst	coffee	3.0	1	+17183963888
Pico Rico	pico-rico-corona	latin	3.5	25	+17183964414
Merit Kabab Palace	merit-kabab-palace-jackson-heights	indpak	4.0	67	+17183965827
Picanteria El Austro	picanteria-el-austro-jackson-heights	mexican	4.5	3	+17183969886
Beky's Bakery	bekys-bakery-corona	bakeries	0.0	0	+17183970329
Dosa Delight	dosa-delight-jackson-heights	indpak	3.5	201	+17183971000
Sariling Atin	sariling-atin-elmhurst	filipino	4.0	43	+17183971200
Phillies Pizza & Restaurant	phillies-pizza-and-restaurant-middle-village	pizza	2.5	97	+17183971340
Mulk Enterprise	mulk-enterprise-rego-park	markets	0.0	0	+17183971818
Tan Bar B Q Chicken	tan-bar-b-q-chicken-jackson-heights	restaurants	0.0	0	+17183971910
New L N K Chinese Restaurant	new-l-n-k-chinese-restaurant-rego-park-2	chinese	1.5	2	+17183975095
Angelita Restaurant	angelita-restaurant-corona	dominican	5.0	4	+17183975265
Garden Cafe Preciosa's Restaurant	garden-cafe-preciosas-restaurant-jackson-heights	latin	4.5	2	+17183975631
Dunkin' Donuts	dunkin-donuts-jackson-heights	donuts	3.0	4	+17183975660
Northern Fried Chicken & Pizza	northern-fried-chicken-and-pizza-queens	halal	5.0	2	+17183975720
Hae Woon Dae	hae-woon-dae-elmhurst	korean	3.5	113	+17183975834
Friend's Tavern	friends-tavern-jackson-heights	gaybars	3.5	28	+17183977256
Wing Wagon	wing-wagon-brooklyn	chicken_wings	3.0	91	+17183980501
Brooklyn Kolache Co	brooklyn-kolache-co-brooklyn	coffee	4.5	213	+17183981111
El Sauce Restaurant	el-sauce-restaurant-brooklyn	restaurants	0.0	0	+17183981459
Morris Grilled Cheese Truck	morris-grilled-cheese-truck-brooklyn	sandwiches	4.0	75	+17183982145
One Last Shag	one-last-shag-brooklyn	bars	3.5	130	+17183982472
J's Wong	js-wong-brooklyn	chinese	3.5	52	+17183983054
Best Burger Palace	best-burger-palace-brooklyn-2	burgers	2.0	15	+17183983130
Wolf and Deer	wolf-and-deer-brooklyn	newamerican	4.0	201	+17183983181
Haru Sushi N Thai	haru-sushi-n-thai-brooklyn	japanese	3.0	13	+17183983299
Jamaica Grill	jamaica-grill-brooklyn-2	caribbean	3.0	33	+17183983375
Gen	gen-brooklyn	japanese	4.0	243	+17183983550
The Islands	the-islands-brooklyn-2	caribbean	4.0	546	+17183983575
Chan Yang Garden	chan-yang-garden-brooklyn	chinese	3.5	17	+17183983638
Puerto Viejo	puerto-viejo-brooklyn	spanish	4.0	298	+17183983758
Varrio 408	varrio-408-park-slope	mexican	4.5	179	+17183984300
Doctor's Cave Cafe	doctors-cave-cafe-brooklyn	juicebars	5.0	11	+17183984776
Taro Sushi	taro-sushi-brooklyn	japanese	4.0	407	+17183985240
Ramen Yebisu	ramen-yebisu-park-slope	ramen	3.5	53	+17183985500
Happy Restaurant	happy-restaurant-brooklyn	restaurants	0.0	0	+17183986601
Mr Wonton	mr-wonton-brooklyn	chinese	3.5	144	+17183987088
Woodland	woodland-brooklyn	newamerican	3.0	468	+17183987700
India Place	india-place-brooklyn-2	indpak	4.0	222	+17183987776
Haagen Dazs	haagen-dazs-brooklyn	icecream	3.0	2	+17183988004
Silver Rice	silver-rice-brooklyn	japanese	4.5	177	+17183988100
Mega Bites	mega-bites-brooklyn	diners	3.5	74	+17183988112
Inaka Asian Cuisine	inaka-asian-cuisine-brooklyn	japanese	4.0	177	+17183988168
Samurai Papa BS	samurai-papa-bs-bedford-stuyvesant	ramen	4.0	55	+17183988181
Mulino Bar & Restaurant	mulino-bar-and-restaurant-brooklyn	italian	3.5	67	+17183989001
Numero 28 Pizzeria	numero-28-pizzeria-brooklyn	pizza	4.0	52	+17183989198
La Bagel Delight	la-bagel-delight-brooklyn-5	bagels	3.0	73	+17183989529
Burger Bistro	the-burger-bistro-brooklyn-4	burgers	3.5	336	+17183989800
Zuzu Ramen	zuzu-ramen-brooklyn	noodles	3.5	246	+17183989898
Ho Wah Chinese Restaurant	ho-wah-chinese-restaurant-brooklyn	chinese	4.0	4	+17183990110
Park Cafe	park-cafe-brooklyn	diners	3.5	73	+17183990957
Rasoi Indian Pavilion	rasoi-indian-pavilion-brooklyn	indpak	3.5	23	+17183991300
Cherry Tree	cherry-tree-brooklyn-2	bars	3.5	134	+17183991353
Lams Garden Restaurant	lams-garden-restaurant-brooklyn	chinese	3.5	2	+17183991666
BKW By Brooklyn Winery	bkw-by-brooklyn-winery-brooklyn	wine_bars	5.0	27	+17183991700
Colador Cafe	colador-cafe-brooklyn-4	cafes	3.5	248	+17183991933
Kombit Bar & Restaurant	kombit-bar-and-restaurant-brooklyn	haitian	3.5	96	+17183992000
Two Steps Down	two-steps-down-brooklyn	southern	3.5	15	+17183992020
Lincoln Station	lincoln-station-brooklyn	tradamerican	4.0	182	+17183992211
The Fulton Grand	the-fulton-grand-brooklyn	bars	4.0	96	+17183992240
Mekelburg's	mekelburgs-brooklyn	gourmet	4.5	105	+17183992337
Golden Hing Restaurant	golden-hing-restaurant-brooklyn	restaurants	4.0	9	+17183992848
Lotus Vietnamese Sandwiches	lotus-vietnamese-sandwiches-brooklyn	vietnamese	4.0	190	+17183992899
Bed-Stuy Fish Fry	bed-stuy-fish-fry-brooklyn-3	fooddeliveryservices	2.0	174	+17183993000
Alice's Arbor	alices-arbor-brooklyn	tradamerican	4.0	347	+17183993003
American Latin Cuisine	american-latin-cuisine-brooklyn	latin	3.0	17	+17183993322
Sweet Basil	sweet-basil-brooklyn	thai	3.0	171	+17183993388
Lucha Lucha	lucha-lucha-brooklyn-2	mexican	4.5	159	+17183993696
Banhmigos	banhmigos-brooklyn	bubbletea	4.0	203	+17183993812
Bar Sepia	bar-sepia-brooklyn	bars	4.0	79	+17183996680
67 Burger	67-burger-brooklyn-2	burgers	3.5	168	+17183996767
Blue Marble	blue-marble-brooklyn-2	icecream	4.0	208	+17183996926
Papa John's Pizza	papa-johns-pizza-brooklyn-115	pizza	2.0	20	+17183997272
New No 1 Chinese Restaurant	new-no-1-chinese-restaurant-brooklyn	chinese	3.5	15	+17183997611
Colala	colala-brooklyn	japanese	2.5	81	+17183997999
China King	china-king-brooklyn-2	chinese	3.5	8	+17183998181
El Atoradero Brooklyn	el-atoradero-brooklyn-prospect-heights	mexican	4.0	71	+17183998226
Cafe Forte	cafe-forte-brooklyn-2	cafes	4.0	73	+17183998800
BP	bp-west-bronx	servicestations	4.0	1	+17184010830
Balimaya	balimaya-bronx	african	4.5	3	+17184011122
Sabores Restaurant	sabores-restaurant-bronx	latin	4.0	3	+17184011653
Sin City Cabaret	sin-city-cabaret-bronx-2	adultentertainment	3.0	76	+17184011700
Bate Nabaya African & American Restaurant	bate-nabaya-african-and-american-restaurant-bronx	senegalese	4.5	2	+17184012283
Pio Pio 4	pio-pio-4-bronx-3	latin	3.5	119	+17184013300
McDonalds	mcdonalds-bronx-59	hotdogs	2.0	3	+17184013419
Viktoria Italian Restaurant	viktoria-italian-restaurant-bronx	italian	4.5	12	+17184013500
Domino's Pizza	dominos-pizza-bronx-10	pizza	1.5	2	+17184013800
Kennedy Fried Chicken	kennedy-fried-chicken-bronx-42	chicken_wings	4.0	2	+17184015980
Picanteria El Botecito Corporation	picanteria-el-botecito-corporation-bronx	newamerican	4.5	11	+17184017366
El Riconcito Tepeyac Mexican Restaurant	el-riconcito-tepeyac-mexican-restaurant-new-york	mexican	4.5	2	+17184018314
La Espiga 3 Estrellas	la-espiga-3-estrellas-bronx	mexican	0.0	0	+17184019438
Kristy Restaurant	kristy-restaurant-bronx	restaurants	4.5	4	+17184020698
Carvel	carvel-bronx-4	icecream	2.5	2	+17184022300
Thomas Kitchen	thomas-kitchen-bronx	restaurants	4.0	2	+17184023809
Lin's Gardens	lins-gardens-bronx		0.0	0	+17184024171
Camaguey Restaurant	camaguey-restaurant-bronx	restaurants	3.0	2	+17184025015
Kennedy Fried Chicken	kennedy-fried-chicken-west-bronx	chicken_wings	0.0	0	+17184025300
Xochimilco Family Restaurant	xochimilco-family-restaurant-bronx	mexican	4.5	44	+17184025400
Dunkin' Donuts	dunkin-donuts-new-york-172	donuts	3.0	1	+17184026700
G-Bar	g-bar-bronx	lounges	3.5	81	+17184026996
Walnut Bus Stop	walnut-bus-stop-bronx	restaurants	2.5	10	+17184027048
Rodriguez Faustino	rodriguez-faustino-bronx	restaurants	0.0	0	+17184027571
El Nuevo Delicioso	el-nuevo-delicioso-bronx	mexican	4.0	3	+17184027900
Number One Chinese Restaurant	number-one-chinese-restaurant-bronx	chinese	2.5	3	+17184028215
McDonald's	mcdonalds-bronx-8	burgers	2.5	8	+17184028608
Frankies 457 - Brooklyn	frankies-457-brooklyn-brooklyn	italian	4.0	620	+17184030033
Ganso	ganso-brooklyn	japanese	3.5	524	+17184030900
AR Hot Bagels	ar-hot-bagels-brooklyn	bagels	4.0	6	+17184039342
Carroll Gardens Classic Diner	carroll-gardens-classic-diner-brooklyn	diners	3.0	102	+17184039940
Cafe Oasis	cafe-oasis-bronx	cafes	4.0	1	+17184050420
Super Kennedy Fried Chicken	super-kennedy-fried-chicken-bronx	chicken_wings	0.0	0	+17184051000
Mandarin Wok Restaurant	mandarin-wok-restaurant-new-york	chinese	5.0	4	+17184051915
Prego's Pizza	pregos-pizza-bronx	pizza	3.5	16	+17184055111
China Top	china-top-bronx	chinese	3.0	6	+17184055550
Four Brothers Pizzeria	four-brothers-pizzeria-bronx	pizza	4.0	2	+17184057088
Papa John's Pizza	papa-johns-pizza-bronx-2	pizza	2.0	9	+17184057272
Feroza's Restaurant Roti	ferozas-restaurant-roti-bronx	trinidadian	4.0	65	+17184059081
The Dog and Duck	the-dog-and-duck-sunnyside	gastropubs	3.5	243	+17184069048
Maizal Mexican Cuisine & Tequila Bar	maizal-mexican-cuisine-and-tequila-bar-astoria	mexican	4.0	177	+17184069431
Mexico 2000	mexico-2000-brooklyn	mexican	4.0	50	+17184070109
IHOP	ihop-brooklyn-7	breakfast_brunch	2.5	77	+17184081368
Lait Cafe	lait-cafe-downtown-brooklyn	coffee	3.0	8	+17184086360
Emilio's Pizza	emilios-pizza-bronx-3	pizza	4.0	16	+17184090929
Melanie's Roti & Grill Restaurant	melanies-roti-and-grill-restaurant-bronx	bars	3.5	21	+17184091088
Happy Garden Chinese Restaurant	happy-garden-chinese-restaurant-bronx	chinese	2.0	6	+17184091471
McDonald's	mcdonalds-bronx-34	hotdogs	2.0	1	+17184091670
Golden Flower Chinese Restaurant	golden-flower-chinese-restaurant-bronx	chinese	4.5	3	+17184092010
Oasis Mediterranean Restaurant	oasis-mediterranean-restaurant-bronx	mideastern	4.0	23	+17184092236
Chan's Village	chans-village-bronx	restaurants	4.5	3	+17184092333
Chick N Ribs	chick-n-ribs-bronx	soulfood	4.0	43	+17184092441
Yamada Japanese Restaurant	yamada-japanese-restaurant-bronx	japanese	3.5	39	+17184093528
King Sunshine Jerk Chicken Center	king-sunshine-jerk-chicken-center-bronx	meats	3.0	5	+17184093809
Enzo's Restaurant	enzos-restaurant-bronx	italian	3.5	63	+17184093828
El Bohio Tropical Square Restaurant	el-bohio-tropical-square-restaurant-bronx	spanish	3.5	24	+17184094442
Chartwells By The Bay	chartwells-by-the-bay-bronx	cafeteria	0.0	0	+17184095092
David's Soul Food Cafe	davids-soul-food-cafe-bronx	soulfood	2.5	18	+17184095501
Yung Hsin	yung-hsin-bronx	chinese	5.0	1	+17184095984
Hong Kong Restaurant	hong-kong-restaurant-bronx	chinese	3.5	9	+17184096100
Wendy's	wendys-bronx-4	hotdogs	2.5	16	+17184096174
